Sample	proteinfold-avg_pLDDT
LOKIASV2_1363_ESMFold_EFR1_family_ferrodoxin.pdb	82.47
LOKIASV2_1364_ESMFold_MFS_transporter.pdb	91.65
LOKIASV2_1365_ESMFold_hypothetical_protein.pdb	79.65
LOKIASV2_1366_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	90.37
LOKIASV2_1367_ESMFold_hypothetical_protein.pdb	73.48
LOKIASV2_1368_ESMFold_hypothetical_protein.pdb	74.54
LOKIASV2_1369_ESMFold_hypothetical_protein.pdb	87.15
LOKIASV2_1370_ESMFold_hypothetical_protein.pdb	77.27
LOKIASV2_1371_ESMFold_hypothetical_protein.pdb	88.71
LOKIASV2_1372_ESMFold_hypothetical_protein.pdb	63.17
LOKIASV2_1373_ESMFold_MFS_transporter.pdb	92.58
LOKIASV2_1374_ESMFold_hypothetical_protein.pdb	75.57
LOKIASV2_1375_AF2_hypothetical_protein.pdb	67.14
LOKIASV2_1376_ESMFold_hypothetical_protein.pdb	28.77
LOKIASV2_1377_ESMFold_hypothetical_protein.pdb	41.24
LOKIASV2_1378_ESMFold_hypothetical_protein.pdb	69.34
LOKIASV2_1379_ESMFold_hypothetical_protein.pdb	60.41
LOKIASV2_1380_AF2_hypothetical_protein.pdb	82.92
LOKIASV2_1381_ESMFold_hypothetical_protein.pdb	40.08
LOKIASV2_1382_ESMFold_hypothetical_protein.pdb	54.78
LOKIASV2_1383_ESMFold_hypothetical_protein.pdb	55.53
LOKIASV2_1384_ESMFold_hypothetical_protein.pdb	78.87
LOKIASV2_1385_ESMFold_hypothetical_protein.pdb	46.59
LOKIASV2_1386_ESMFold_hypothetical_protein.pdb	60.41
LOKIASV2_1387_ESMFold_hypothetical_protein.pdb	59.75
LOKIASV2_1388_ESMFold_hypothetical_protein.pdb	52.52
LOKIASV2_1389_ESMFold_hypothetical_protein.pdb	46.57
LOKIASV2_1390_ESMFold_hypothetical_protein.pdb	89.51
LOKIASV2_1391_ESMFold_hypothetical_protein.pdb	67.05
LOKIASV2_1392_ESMFold_hypothetical_protein.pdb	76.84
LOKIASV2_1393_ESMFold_hypothetical_protein.pdb	84.37
LOKIASV2_1394_ESMFold_hypothetical_protein.pdb	72.24
LOKIASV2_1395_ESMFold_nitroreductase_family_protein.pdb	89.28
LOKIASV2_1396_ESMFold_MFS_transporter.pdb	89.13
LOKIASV2_1397_ESMFold_hypothetical_protein.pdb	82.71
LOKIASV2_1398_ESMFold_hypothetical_protein.pdb	62.77
LOKIASV2_1399_ESMFold_hypothetical_protein.pdb	53.74
LOKIASV2_1400_ESMFold_hypothetical_protein.pdb	40.65
LOKIASV2_1401_ESMFold_hypothetical_protein.pdb	70.6
LOKIASV2_1402_ESMFold_type_II_toxin-antitoxin_system_VapC_family_toxin.pdb	79.53
LOKIASV2_1403_ESMFold_hypothetical_protein.pdb	88.63
LOKIASV2_1404_ESMFold_hypothetical_protein.pdb	71.9
LOKIASV2_1405_ESMFold_hypothetical_protein.pdb	79.3
LOKIASV2_1406_ESMFold_hypothetical_protein.pdb	62.48
LOKIASV2_1407_ESMFold_hypothetical_protein.pdb	55.04
LOKIASV2_1408_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.98
LOKIASV2_1409_ESMFold_ABC_transporter_ATP-binding_protein.pdb	93.8
LOKIASV2_1410_ESMFold_hypothetical_protein.pdb	50.81
LOKIASV2_1411_ESMFold_hypothetical_protein.pdb	79.14
LOKIASV2_1412_ESMFold_hypothetical_protein.pdb	85.16
LOKIASV2_1413_ESMFold_hypothetical_protein.pdb	83.77
LOKIASV2_1414_ESMFold_hypothetical_protein.pdb	74.07
LOKIASV2_1415_ESMFold_hypothetical_protein.pdb	72.07
LOKIASV2_1416_ESMFold_hypothetical_protein.pdb	57.02
LOKIASV2_1417_ESMFold_hypothetical_protein.pdb	67.93
LOKIASV2_1418_ESMFold_type_II_toxin-antitoxin_system_VapC_family_toxin.pdb	88.58
LOKIASV2_1419_ESMFold_hypothetical_protein.pdb	81.56
LOKIASV2_1420_ESMFold_hypothetical_protein.pdb	62.17
LOKIASV2_1421_ESMFold_hypothetical_protein.pdb	48.81
LOKIASV2_1422_ESMFold_hypothetical_protein.pdb	83.3
LOKIASV2_1423_ESMFold_hypothetical_protein.pdb	78.43
LOKIASV2_1424_ESMFold_hypothetical_protein.pdb	52.12
LOKIASV2_1425_ESMFold_hypothetical_protein.pdb	71.81
LOKIASV2_1426_ESMFold_hypothetical_protein.pdb	57.07
LOKIASV2_1427_ESMFold_hypothetical_protein.pdb	86.69
LOKIASV2_1428_ESMFold_M3_family_oligoendopeptidase.pdb	92.11
LOKIASV2_1429_ESMFold_DMT_family_transporter.pdb	90.54
LOKIASV2_1430_ESMFold_creatininase_family_protein.pdb	94.07
LOKIASV2_1431_ESMFold_hypothetical_protein.pdb	62.89
LOKIASV2_1432_ESMFold_GNAT_family_N-acetyltransferase.pdb	86.01
LOKIASV2_1433_ESMFold_hypothetical_protein.pdb	93.27
LOKIASV2_1434_ESMFold_hypothetical_protein.pdb	69.12
LOKIASV2_1435_ESMFold_hypothetical_protein.pdb	92.8
LOKIASV2_1436_ESMFold_hypothetical_protein.pdb	39.63
LOKIASV2_1437_ESMFold_PadR_family_transcriptional_regulator.pdb	84.18
LOKIASV2_1438_ESMFold_hypothetical_protein.pdb	86.85
LOKIASV2_1439_ESMFold_hypothetical_protein.pdb	77.73
LOKIASV2_1440_ESMFold_hypothetical_protein.pdb	36.78
LOKIASV2_1441_ESMFold_hypothetical_protein.pdb	69.51
LOKIASV2_1442_ESMFold_hypothetical_protein.pdb	83.68
LOKIASV2_1443_ESMFold_hypothetical_protein.pdb	75.71
LOKIASV2_1444_ESMFold_hypothetical_protein.pdb	77.29
LOKIASV2_1445_ESMFold_PIN_domain-containing_protein.pdb	87.82
LOKIASV2_1446_ESMFold_hypothetical_protein.pdb	69.98
LOKIASV2_1447_ESMFold_hypothetical_protein.pdb	35.92
LOKIASV2_1448_ESMFold_hypothetical_protein.pdb	72.31
LOKIASV2_1449_ESMFold_hypothetical_protein.pdb	41.87
LOKIASV2_1450_ESMFold_hypothetical_protein.pdb	86.17
LOKIASV2_1451_AF2_DNA_methyltransferase.pdb	83.46
LOKIASV2_1452_ESMFold_hypothetical_protein.pdb	90.34
LOKIASV2_1453_ESMFold_hypothetical_protein.pdb	50.68
LOKIASV2_1454_ESMFold_hypothetical_protein.pdb	86.62
LOKIASV2_1455_AF2_hypothetical_protein.pdb	73.64
LOKIASV2_1456_ESMFold_hypothetical_protein.pdb	73.97
LOKIASV2_1457_ESMFold_hypothetical_protein.pdb	76.46
LOKIASV2_1458_ESMFold_hypothetical_protein.pdb	63.1
LOKIASV2_1459_ESMFold_hypothetical_protein.pdb	87.59
LOKIASV2_1460_ESMFold_hypothetical_protein.pdb	74.05
LOKIASV2_1461_ESMFold_hypothetical_protein.pdb	76.99
LOKIASV2_1462_ESMFold_hypothetical_protein.pdb	79.56
LOKIASV2_1463_ESMFold_hypothetical_protein.pdb	68.1
LOKIASV2_1464_ESMFold_hypothetical_protein.pdb	53.41
LOKIASV2_1465_ESMFold_hypothetical_protein.pdb	51.97
LOKIASV2_1466_ESMFold_histone_deacetylase.pdb	93.7
LOKIASV2_1467_ESMFold_isoprenylcysteine_carboxylmethyltransferase_family_protein.pdb	94.4
LOKIASV2_1468_ESMFold_Rab_family_GTPase.pdb	85.13
LOKIASV2_1469_ESMFold_HAD_family_hydrolase.pdb	91.87
LOKIASV2_1470_AF2_hypothetical_protein.pdb	83.2
LOKIASV2_1471_ESMFold_minichromosome_maintenance_protein_MCM.pdb	89.33
LOKIASV2_1472_ESMFold_hypothetical_protein.pdb	93.44
LOKIASV2_1473_ESMFold_hypothetical_protein.pdb	80.47
LOKIASV2_1474_ESMFold_hypothetical_protein.pdb	82.59
LOKIASV2_1475_ESMFold_hypothetical_protein.pdb	91.23
LOKIASV2_1476_ESMFold_hypothetical_protein.pdb	89.37
LOKIASV2_1477_ESMFold_hypothetical_protein.pdb	78.94
LOKIASV2_1478_ESMFold_sulfatase-like_hydrolase-transferase.pdb	81.44
LOKIASV2_1479_ESMFold_hydroxylamine_reductase.pdb	82.03
LOKIASV2_1480_ESMFold_hypothetical_protein.pdb	60.18
LOKIASV2_1481_ESMFold_glycine--tRNA_ligase.pdb	92.03
LOKIASV2_1482_ESMFold_glutamate_dehydrogenase.pdb	95.59
LOKIASV2_1483_ESMFold_hypothetical_protein.pdb	77.98
LOKIASV2_1484_ESMFold_pyrimidine-specific_ribonucleoside_hydrolase_RihA.pdb	77.65
LOKIASV2_1485_ESMFold_ribokinase.pdb	96.48
LOKIASV2_1486_ESMFold_glutamate_dehydrogenase.pdb	95.14
LOKIASV2_1487_ESMFold_hypothetical_protein.pdb	79.11
LOKIASV2_1488_ESMFold_hypothetical_protein.pdb	83.61
LOKIASV2_1489_ESMFold_hypothetical_protein.pdb	68.18
LOKIASV2_1490_ESMFold_NADP-specific_glutamate_dehydrogenase.pdb	87.01
LOKIASV2_1491_ESMFold_PEP-pyruvate-binding_domain-containing_protein.pdb	87.53
LOKIASV2_1492_ESMFold_hemerythrin_domain-containing_protein.pdb	83.63
LOKIASV2_1493_ESMFold_hypothetical_protein.pdb	78.85
LOKIASV2_1494_ESMFold_hypothetical_protein.pdb	83.0
LOKIASV2_1495_ESMFold_hypothetical_protein.pdb	82.79
LOKIASV2_1496_ESMFold_hypothetical_protein.pdb	81.49
LOKIASV2_1497_ESMFold_hypothetical_protein.pdb	83.98
LOKIASV2_1498_ESMFold_hypothetical_protein.pdb	80.91
LOKIASV2_1499_ESMFold_30S_ribosomal_protein_S30e.pdb	41.5
LOKIASV2_1500_ESMFold_hypothetical_protein.pdb	65.49
LOKIASV2_1501_ESMFold_hypothetical_protein.pdb	56.21
LOKIASV2_1502_ESMFold_hypothetical_protein.pdb	75.61
LOKIASV2_1503_ESMFold_hypothetical_protein.pdb	84.14
LOKIASV2_1504_ESMFold_DUF2804_domain-containing_protein.pdb	91.18
LOKIASV2_1505_ESMFold_hypothetical_protein.pdb	63.26
LOKIASV2_1506_ESMFold_hypothetical_protein.pdb	61.88
LOKIASV2_1507_ESMFold_hypothetical_protein.pdb	89.04
LOKIASV2_1508_ESMFold_DMT_family_transporter.pdb	93.88
LOKIASV2_1509_ESMFold_hypothetical_protein.pdb	52.23
LOKIASV2_1510_ESMFold_hypothetical_protein.pdb	82.29
LOKIASV2_1511_ESMFold_hypothetical_protein.pdb	60.25
LOKIASV2_1512_ESMFold_MazG_nucleotide_pyrophosphohydrolase_domain-containing_protein.pdb	84.19
LOKIASV2_1513_ESMFold_hypothetical_protein.pdb	78.36
LOKIASV2_1514_ESMFold_hypothetical_protein.pdb	59.54
LOKIASV2_1515_ESMFold_hypothetical_protein.pdb	63.95
LOKIASV2_1516_ESMFold_hypothetical_protein.pdb	80.06
LOKIASV2_1517_ESMFold_hypothetical_protein.pdb	77.77
LOKIASV2_1518_ESMFold_hypothetical_protein.pdb	81.6
LOKIASV2_1519_ESMFold_hypothetical_protein.pdb	82.41
LOKIASV2_1520_ESMFold_hypothetical_protein.pdb	85.24
LOKIASV2_1521_ESMFold_hypothetical_protein.pdb	66.1
LOKIASV2_1522_ESMFold_hypothetical_protein.pdb	65.58
LOKIASV2_1523_ESMFold_NAD-dependent_epimerase-dehydratase_family_protein.pdb	93.2
LOKIASV2_1524_AF2_hypothetical_protein.pdb	87.65
LOKIASV2_1525_ESMFold_hypothetical_protein.pdb	89.19
LOKIASV2_1526_ESMFold_3-dehydroquinate_synthase.pdb	93.9
LOKIASV2_1527_ESMFold_3-phosphoshikimate_1-carboxyvinyltransferase.pdb	95.86
LOKIASV2_1528_ESMFold_hypothetical_protein.pdb	94.13
LOKIASV2_1529_ESMFold_hypothetical_protein.pdb	87.37
LOKIASV2_1530_ESMFold_N-A.pdb	90.5
LOKIASV2_1531_ESMFold_transketolase_family_protein.pdb	93.02
LOKIASV2_1532_ESMFold_transketolase.pdb	92.73
LOKIASV2_1533_ESMFold_hypothetical_protein.pdb	51.35
LOKIASV2_1534_ESMFold_type_II_methionyl_aminopeptidase.pdb	76.44
LOKIASV2_1535_ESMFold_dTMP_kinase.pdb	93.22
LOKIASV2_1536_AF2_hypothetical_protein.pdb	61.36
LOKIASV2_1537_ESMFold_hypothetical_protein.pdb	66.12
LOKIASV2_1538_ESMFold_hypothetical_protein.pdb	82.44
LOKIASV2_1539_ESMFold_hypothetical_protein.pdb	55.27
LOKIASV2_1540_ESMFold_MoxR_family_ATPase.pdb	96.12
LOKIASV2_1541_ESMFold_hypothetical_protein.pdb	60.29
LOKIASV2_1542_ESMFold_hypothetical_protein.pdb	84.25
LOKIASV2_1543_ESMFold_DUF58_domain-containing_protein.pdb	88.28
LOKIASV2_1544_ESMFold_hypothetical_protein.pdb	61.3
LOKIASV2_1545_ESMFold_ribonuclease_H-like_domain-containing_protein.pdb	93.03
LOKIASV2_1546_ESMFold_hypothetical_protein.pdb	89.53
LOKIASV2_1547_ESMFold_hypothetical_protein.pdb	46.3
LOKIASV2_1548_ESMFold_inorganic_phosphate_transporter.pdb	93.55
LOKIASV2_1549_ESMFold_hypothetical_protein.pdb	94.16
LOKIASV2_1550_ESMFold_hypothetical_protein.pdb	84.54
LOKIASV2_1551_ESMFold_biotin-lipoate_A-B_protein_ligase_family_protein.pdb	89.4
LOKIASV2_1552_ESMFold_radical_SAM_protein.pdb	87.04
LOKIASV2_1553_ESMFold_hypothetical_protein.pdb	53.57
LOKIASV2_1554_ESMFold_hypothetical_protein.pdb	62.76
LOKIASV2_1555_ESMFold_hypothetical_protein.pdb	81.47
LOKIASV2_1556_ESMFold_hypothetical_protein.pdb	78.39
LOKIASV2_1557_ESMFold_hypothetical_protein.pdb	92.35
LOKIASV2_1558_ESMFold_TldD-PmbA_family_protein.pdb	91.24
LOKIASV2_1559_ESMFold_hypothetical_protein.pdb	64.62
LOKIASV2_1560_ESMFold_hypothetical_protein.pdb	79.37
LOKIASV2_1561_ESMFold_hypothetical_protein.pdb	82.74
LOKIASV2_1562_ESMFold_hypothetical_protein.pdb	86.94
LOKIASV2_1563_ESMFold_hypothetical_protein.pdb	73.49
LOKIASV2_1564_ESMFold_thioredoxin.pdb	84.64
LOKIASV2_1565_ESMFold_hypothetical_protein.pdb	75.17
LOKIASV2_1566_ESMFold_hypothetical_protein.pdb	96.12
LOKIASV2_1567_ESMFold_hypothetical_protein.pdb	83.49
LOKIASV2_1568_ESMFold_hypothetical_protein.pdb	42.34
LOKIASV2_1569_ESMFold_hypothetical_protein.pdb	80.5
LOKIASV2_1570_ESMFold_triose-phosphate_isomerase.pdb	96.12
LOKIASV2_1571_ESMFold_hypothetical_protein.pdb	90.55
LOKIASV2_1572_ESMFold_threonine_synthase.pdb	86.07
LOKIASV2_1573_ESMFold_hypothetical_protein.pdb	75.86
LOKIASV2_1574_ESMFold_hypothetical_protein.pdb	51.93
LOKIASV2_1575_ESMFold_hypothetical_protein.pdb	57.88
LOKIASV2_1576_ESMFold_hypothetical_protein.pdb	50.7
LOKIASV2_1577_ESMFold_helicase_C-terminal_domain-containing_protein.pdb	91.59
LOKIASV2_1578_ESMFold_glycogen-starch_synthase.pdb	83.58
LOKIASV2_1579_ESMFold_proteasome_assembly_chaperone_family_protein.pdb	87.66
LOKIASV2_1580_ESMFold_50S_ribosomal_protein_L35ae.pdb	78.87
LOKIASV2_1581_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.58
LOKIASV2_1582_ESMFold_hypothetical_protein.pdb	89.75
LOKIASV2_1583_ESMFold_hypothetical_protein.pdb	66.7
LOKIASV2_1584_ESMFold_hypothetical_protein.pdb	78.79
LOKIASV2_1585_ESMFold_hypothetical_protein.pdb	83.54
LOKIASV2_1586_ESMFold_hypothetical_protein.pdb	90.59
LOKIASV2_1587_ESMFold_pyruvate_kinase.pdb	91.67
LOKIASV2_1588_ESMFold_hypothetical_protein.pdb	56.7
LOKIASV2_1589_ESMFold_hypothetical_protein.pdb	50.97
LOKIASV2_1590_ESMFold_hypothetical_protein.pdb	84.81
LOKIASV2_1591_ESMFold_hypothetical_protein.pdb	60.43
LOKIASV2_1592_ESMFold_hypothetical_protein.pdb	81.87
LOKIASV2_1593_ESMFold_hypothetical_protein.pdb	47.43
LOKIASV2_1594_ESMFold_Mth938-like_domain-containing_protein.pdb	86.19
LOKIASV2_1595_ESMFold_IS200-IS605_family_transposase.pdb	73.47
LOKIASV2_1596_ESMFold_hypothetical_protein.pdb	58.17
LOKIASV2_1597_ESMFold_hypothetical_protein.pdb	74.11
LOKIASV2_1598_ESMFold_hypothetical_protein.pdb	86.51
LOKIASV2_1599_ESMFold_bifunctional_nicotinamidase-pyrazinamidase.pdb	94.95
LOKIASV2_1600_ESMFold_hypothetical_protein.pdb	62.23
LOKIASV2_1601_ESMFold_aspartate--tRNA-Asn-_ligase.pdb	94.59
LOKIASV2_1602_ESMFold_tRNA_pseudouridine-13-_synthase_TruD.pdb	86.97
LOKIASV2_1603_ESMFold_hypothetical_protein.pdb	68.99
LOKIASV2_1604_ESMFold_hypothetical_protein.pdb	83.69
LOKIASV2_1605_ESMFold_hypothetical_protein.pdb	62.74
LOKIASV2_1606_ESMFold_sulfatase-like_hydrolase-transferase.pdb	84.67
LOKIASV2_1607_ESMFold_MFS_transporter.pdb	92.26
LOKIASV2_1608_ESMFold_30S_ribosomal_protein_S11.pdb	70.19
LOKIASV2_1609_ESMFold_30S_ribosomal_protein_S4.pdb	71.32
LOKIASV2_1610_ESMFold_30S_ribosomal_protein_S13.pdb	71.19
LOKIASV2_1611_ESMFold_hypothetical_protein.pdb	89.94
LOKIASV2_1612_ESMFold_hypothetical_protein.pdb	59.89
LOKIASV2_1613_ESMFold_hypothetical_protein.pdb	55.5
LOKIASV2_1614_ESMFold_hypothetical_protein.pdb	87.7
LOKIASV2_1615_ESMFold_hypothetical_protein.pdb	42.01
LOKIASV2_1616_ESMFold_hypothetical_protein.pdb	70.56
LOKIASV2_1617_ESMFold_IS200-IS605_family_transposase.pdb	73.47
LOKIASV2_1618_ESMFold_hypothetical_protein.pdb	70.44
LOKIASV2_1619_ESMFold_amidophosphoribosyltransferase.pdb	90.3
LOKIASV2_1620_ESMFold_phosphoribosylformylglycinamidine_synthase_subunit_PurQ.pdb	84.64
LOKIASV2_1621_AF2_phosphoribosylformylglycinamidine_synthase_subunit_PurS.pdb	93.48
LOKIASV2_1622_ESMFold_hypothetical_protein.pdb	90.88
LOKIASV2_1623_ESMFold_nucleotide_pyrophosphohydrolase.pdb	81.13
LOKIASV2_1624_ESMFold_alpha-beta_hydrolase.pdb	82.89
LOKIASV2_1625_ESMFold_tryptophan-rich_sensory_protein.pdb	94.98
LOKIASV2_1626_ESMFold_DMT_family_transporter.pdb	90.46
LOKIASV2_1627_ESMFold_hypothetical_protein.pdb	64.37
LOKIASV2_1628_ESMFold_asparagine--tRNA_ligase.pdb	94.21
LOKIASV2_1629_ESMFold_hypothetical_protein.pdb	77.75
LOKIASV2_1630_ESMFold_coenzyme_F420-0:L-glutamate_ligase.pdb	87.04
LOKIASV2_1631_ESMFold_N-A.pdb	91.27
LOKIASV2_1632_ESMFold_DNA_topoisomerase_-ATP-hydrolyzing-_subunit_B.pdb	81.63
LOKIASV2_1633_ESMFold_DNA_gyrase_subunit_A.pdb	90.0
LOKIASV2_1634_ESMFold_HAD_family_hydrolase.pdb	91.24
LOKIASV2_1635_ESMFold_hypothetical_protein.pdb	83.81
LOKIASV2_1636_ESMFold_GTPase_domain-containing_protein.pdb	87.29
LOKIASV2_1637_ESMFold_hypothetical_protein.pdb	64.09
LOKIASV2_1638_ESMFold_hypothetical_protein.pdb	91.23
LOKIASV2_1639_ESMFold_hypothetical_protein.pdb	83.64
LOKIASV2_1640_ESMFold_hypothetical_protein.pdb	76.97
LOKIASV2_1641_ESMFold_hypothetical_protein.pdb	73.79
LOKIASV2_1642_ESMFold_hypothetical_protein.pdb	63.02
LOKIASV2_1643_ESMFold_sugar_phosphate_nucleotidyltransferase.pdb	87.07
LOKIASV2_1644_ESMFold_potassium_channel_protein_KbfO.pdb	87.59
LOKIASV2_1645_ESMFold_BadF-BadG-BcrA-BcrD_ATPase_family_protein.pdb	86.85
LOKIASV2_1646_ESMFold_cyclopropane-fatty-acyl-phospholipid_synthase_family_protein.pdb	92.69
LOKIASV2_1647_ESMFold_hypothetical_protein.pdb	93.54
LOKIASV2_1648_ESMFold_hypothetical_protein.pdb	68.82
LOKIASV2_1649_ESMFold_ATP-dependent_DNA_ligase.pdb	90.49
LOKIASV2_1650_ESMFold_hypothetical_protein.pdb	48.06
LOKIASV2_1651_ESMFold_hypothetical_protein.pdb	78.97
LOKIASV2_1652_ESMFold_AMP_phosphorylase.pdb	89.48
LOKIASV2_1653_ESMFold_hypothetical_protein.pdb	91.68
LOKIASV2_1654_ESMFold_MFS_transporter.pdb	93.56
LOKIASV2_1655_ESMFold_putative_sulfate-molybdate_transporter.pdb	90.63
LOKIASV2_1656_ESMFold_Xaa-Pro_peptidase_family_protein.pdb	86.3
LOKIASV2_1657_ESMFold_carboxymuconolactone_decarboxylase_family_protein.pdb	81.04
LOKIASV2_1658_ESMFold_alpha-beta_hydrolase.pdb	90.93
LOKIASV2_1659_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.87
LOKIASV2_1660_ESMFold_hypothetical_protein.pdb	77.55
LOKIASV2_1661_ESMFold_hypothetical_protein.pdb	77.72
LOKIASV2_1662_ESMFold_hypothetical_protein.pdb	88.88
LOKIASV2_1663_ESMFold_hypothetical_protein.pdb	66.89
LOKIASV2_1664_ESMFold_hypothetical_protein.pdb	81.47
LOKIASV2_1665_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	87.31
LOKIASV2_1666_ESMFold_amidase.pdb	93.01
LOKIASV2_1667_ESMFold_hypothetical_protein.pdb	66.49
LOKIASV2_1668_ESMFold_hypothetical_protein.pdb	74.46
LOKIASV2_1669_ESMFold_hypothetical_protein.pdb	29.51
LOKIASV2_1670_ESMFold_hypothetical_protein.pdb	68.98
LOKIASV2_1671_ESMFold_hypothetical_protein.pdb	42.58
LOKIASV2_1672_ESMFold_hypothetical_protein.pdb	29.69
LOKIASV2_1673_ESMFold_hypothetical_protein.pdb	74.58
LOKIASV2_1674_ESMFold_hypothetical_protein.pdb	58.69
LOKIASV2_1675_ESMFold_hypothetical_protein.pdb	61.93
LOKIASV2_1676_ESMFold_hypothetical_protein.pdb	86.09
LOKIASV2_1677_AF2_hypothetical_protein.pdb	63.27
LOKIASV2_1678_ESMFold_hypothetical_protein.pdb	34.15
LOKIASV2_1679_ESMFold_hypothetical_protein.pdb	52.61
LOKIASV2_1680_ESMFold_hypothetical_protein.pdb	70.98
LOKIASV2_1681_ESMFold_hypothetical_protein.pdb	69.02
LOKIASV2_1682_ESMFold_hypothetical_protein.pdb	44.74
LOKIASV2_1683_ESMFold_hypothetical_protein.pdb	61.1
LOKIASV2_1684_ESMFold_hypothetical_protein.pdb	51.0
LOKIASV2_1685_ESMFold_hypothetical_protein.pdb	86.36
LOKIASV2_1686_ESMFold_hypothetical_protein.pdb	49.58
LOKIASV2_1687_ESMFold_hypothetical_protein.pdb	68.63
LOKIASV2_1688_ESMFold_DUF4258_domain-containing_protein.pdb	85.36
LOKIASV2_1689_ESMFold_aspartate-semialdehyde_dehydrogenase.pdb	80.96
LOKIASV2_1690_ESMFold_4-hydroxy-tetrahydrodipicolinate_synthase.pdb	96.08
LOKIASV2_1691_ESMFold_hypothetical_protein.pdb	90.47
LOKIASV2_1692_ESMFold_diaminopimelate_decarboxylase.pdb	81.45
LOKIASV2_1693_ESMFold_diaminopimelate_epimerase.pdb	94.5
LOKIASV2_1694_ESMFold_hypothetical_protein.pdb	93.13
LOKIASV2_1695_ESMFold_LL-diaminopimelate_aminotransferase.pdb	69.98
LOKIASV2_1696_ESMFold_hypothetical_protein.pdb	53.83
LOKIASV2_1697_ESMFold_hypothetical_protein.pdb	36.04
LOKIASV2_1698_ESMFold_hypothetical_protein.pdb	51.85
LOKIASV2_1699_ESMFold_adenine_deaminase.pdb	89.81
LOKIASV2_1700_ESMFold_hypoxanthine_phosphoribosyltransferase.pdb	83.69
LOKIASV2_1701_ESMFold_hypothetical_protein.pdb	58.22
LOKIASV2_1702_ESMFold_hypothetical_protein.pdb	86.64
LOKIASV2_1703_AF2_hypothetical_protein.pdb	71.77
LOKIASV2_1704_ESMFold_hypothetical_protein.pdb	45.9
LOKIASV2_1705_ESMFold_hypothetical_protein.pdb	89.44
LOKIASV2_1706_ESMFold_hypothetical_protein.pdb	77.48
LOKIASV2_1707_AF2_N-A.pdb	90.68
LOKIASV2_1708_ESMFold_hypothetical_protein.pdb	86.37
LOKIASV2_1709_ESMFold_hypothetical_protein.pdb	69.58
LOKIASV2_1710_ESMFold_hypothetical_protein.pdb	76.36
LOKIASV2_1711_ESMFold_hypothetical_protein.pdb	76.5
LOKIASV2_1712_ESMFold_hypothetical_protein.pdb	72.68
LOKIASV2_1713_ESMFold_Nre_family_DNA_repair_protein.pdb	61.5
LOKIASV2_1714_ESMFold_hypothetical_protein.pdb	51.95
LOKIASV2_1715_ESMFold_hypothetical_protein.pdb	76.75
LOKIASV2_1716_ESMFold_hypothetical_protein.pdb	48.0
LOKIASV2_1717_ESMFold_hypothetical_protein.pdb	28.44
LOKIASV2_1718_ESMFold_hypothetical_protein.pdb	67.09
LOKIASV2_1719_ESMFold_hypothetical_protein.pdb	96.0
LOKIASV2_1720_ESMFold_exodeoxyribonuclease_III.pdb	93.0
LOKIASV2_1721_ESMFold_hypothetical_protein.pdb	91.91
LOKIASV2_1722_ESMFold_hypothetical_protein.pdb	47.43
LOKIASV2_1723_ESMFold_hypothetical_protein.pdb	73.57
LOKIASV2_1724_ESMFold_phosphoglucosamine_mutase.pdb	94.82
LOKIASV2_1725_ESMFold_hypothetical_protein.pdb	81.93
LOKIASV2_1726_ESMFold_hypothetical_protein.pdb	86.67
LOKIASV2_1727_ESMFold_hypothetical_protein.pdb	72.37
LOKIASV2_1728_ESMFold_hypothetical_protein.pdb	82.11
LOKIASV2_1729_ESMFold_hypothetical_protein.pdb	69.36
LOKIASV2_1730_ESMFold_hypothetical_protein.pdb	86.6
LOKIASV2_1731_ESMFold_hypothetical_protein.pdb	66.23
LOKIASV2_1732_ESMFold_hypothetical_protein.pdb	52.53
LOKIASV2_1733_ESMFold_hypothetical_protein.pdb	90.41
LOKIASV2_1734_ESMFold_hypothetical_protein.pdb	74.25
LOKIASV2_1735_ESMFold_TIGR00725_family_protein.pdb	89.44
LOKIASV2_1736_ESMFold_hypothetical_protein.pdb	73.42
LOKIASV2_1737_ESMFold_methanogenesis_marker_2_protein.pdb	81.84
LOKIASV2_1738_ESMFold_hypothetical_protein.pdb	78.14
LOKIASV2_1739_ESMFold_hypothetical_protein.pdb	75.07
LOKIASV2_1740_ESMFold_TATA-box-binding_protein.pdb	91.03
LOKIASV2_1741_ESMFold_DUF402_domain-containing_protein.pdb	81.31
LOKIASV2_1742_ESMFold_hypothetical_protein.pdb	90.98
LOKIASV2_1743_ESMFold_hypothetical_protein.pdb	85.19
LOKIASV2_1744_ESMFold_hypothetical_protein.pdb	76.86
LOKIASV2_1745_ESMFold_endonuclease_MutS2.pdb	88.26
LOKIASV2_1746_ESMFold_nitronate_monooxygenase_family_protein.pdb	92.5
LOKIASV2_1747_ESMFold_hypothetical_protein.pdb	68.24
LOKIASV2_1748_ESMFold_hypothetical_protein.pdb	74.32
LOKIASV2_1749_ESMFold_hypothetical_protein.pdb	75.77
LOKIASV2_1750_ESMFold_EFR1_family_ferrodoxin.pdb	86.61
